snake,trialBlock,orderInTrial,snakeName,soundToPlay,roomSideSoundPlayed,dayNumber,tongueFlickCount,freezeBehaviourCount,headJerkCount,cautionaryExplorationBehaviour,timeOfDay,headDirectionWhenLiftedHutch,headMovementLeftDirection,headMovementRightDirection,headMovementTowardSpeaker,headMovementAwayFromSpeaker,headMovementDistanceTotal,Notes,Fixation behaviour?,hissesNumber,lowerJawDrop,parascoping,secondsOfTrial
3,8,6,Fibonacci,0,2,4,33,0,0,yes,13:44:00,toward the sound,40,20,40,40,140,3 hisses. ,0,3,0,0,30
17,8,7,Elapid Boy,2,2,4,32,0,13,no,13:50:00,right,20,20,140,80,260,lots of little head-jerks nearly whole time during the trial. ,0,0,0,0,30
1,8,8,Squishy,3,2,4,26,0,0,no,13:58:00,right,0,0,30,105,135,"he stopped moving right when the sound stopped, so like a reaction to a difference in the sound. ",0,0,0,0,30
11,8,9,Glory,3,2,4,0,0,0,no,14:06:00,away from sound,0,0,0,0,0,,0,0,0,0,30
2,8,16,Boss,1,2,4,7,0,0,no,14:12:00,left,10,0,5,3,18,"once settled into position, she kept her position whole time, with head raised about 5cm.",0,0,0,0,30
13,8,10,Bright Sister,1,2,4,0,0,0,no,14:23:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
9,8,11,Perth Girl,1,2,4,0,0,0,no,14:31:00,away from sound,0,0,0,0,0,,0,0,0,0,30
5,8,12,Mawa,3,2,4,44,0,0,no,14:39:00,right,5,5,0,25,35,seemed to be fixated on a patch of the ground. ,0,0,0,0,30
16,8,13,Dorsal Girl,1,2,4,22,0,0,no,14:52:00,away from sound,0,53,10,28,91,,0,0,0,0,30
14,8,14,Lumpy,0,2,4,48,0,0,no,14:59:00,away from sound,5,70,30,15,120,heavy blueing of the eyes today for a shed.,0,0,0,0,30
10,8,15,Briggs,1,2,4,0,0,0,no,15:09:00,left,0,0,0,0,0,,0,0,0,0,30
4,8,17,Lower Jaw,0,2,4,42,0,0,no,15:14:00,away from sound,0,40,40,50,130,,0,0,0,0,30
12,8,18,Dull Sister,0,2,4,5,0,0,no,15:22:00,toward the sound,1,3,7,0,11,,0,0,0,0,30
15,8,19,Bitey Boy,2,2,4,7,0,0,no,15:28:00,toward the sound,0,0,0,5,5,heavy blueing of the eyes today for a shed.,0,0,0,0,30
6,9,1,Upgrade,0,2,4,19,0,0,no,16:02:00,away from sound,0,0,0,100,100,,0,0,0,0,11.2
13,9,2,Bright Sister,2,2,4,1,0,0,no,16:11:00,left,0,0,0,2,2,"a few seconds into the trial, she moved the back half of her body about 5cm closer toward the head. ",0,0,0,0,30
3,9,3,Fibonacci,3,2,4,19,1,4,no,16:18:00,toward the sound,30,5,5,30,70,"in response to sound, head turned directly toward the speaker. Within trial, for a portion, he kept his head stationary and repositioned body. So defensive fixation behaviour. ",2,0,0,0,30
2,9,4,Boss,3,2,4,43,0,0,no,16:26:00,toward the sound,40,0,110,55,205,"didn't seem to take note of sound. Also, already moving forward when the sound started. ",0,0,0,0,30
10,9,5,Briggs,3,2,4,1,0,0,no,16:37:00,away from sound,0,0,0,3,3,"the one tongue flick was right at the start of the trial, then none. ",0,0,0,0,30
17,9,6,Elapid Boy,1,2,4,28,0,7,no,16:42:00,toward the sound,0,50,10,85,145,,0,0,0,0,30
16,9,7,Dorsal Girl,3,2,4,30,0,0,no,16:48:00,away from sound,10,20,30,40,100,,0,0,0,0,30
1,9,8,Squishy,0,2,5,32,0,0,no,08:45:00,away from sound,5,8,50,20,83,,0,0,0,0,30
4,9,9,Lower Jaw,0,2,5,48,0,0,yes,08:55:00,away from sound,50,20,50,40,160,,0,0,0,0,30
14,9,10,Lumpy,1,2,5,42,0,0,no,09:03:00,right,20,10,50,40,120,"heavy blueing of the eyes today for a shed. Fixation behaviour at end of trial: head facing sound while gathering tail around to behind the body. Lasted 3-4s though, so not as long as Fibby has done when I've called it fixation behaviour. ",1,0,0,0,30
12,9,11,Dull Sister,1,2,5,0,0,0,no,09:07:00,away from sound,0,0,0,0,0,,0,0,0,0,30
7,9,12,El Diablo,2,2,5,6,0,0,no,09:16:00,away from sound,0,5,0,0,5,pivotted at the head and moved the front half of his body around his head. Chris thinks doesn't classify as fixation behaviour. I agree.,0,0,0,0,30
19,9,13,Chris' Hoplo,0,2,5,12,0,0,no,09:20:00,away from sound,0,0,3,2,5,started to move a few seconds at end of trial and continued to move after trial- increasingly once commotion in room from ending trial. ,0,0,0,0,30
11,9,14,Glory,1,2,5,0,0,0,no,09:27:00,away from sound,0,0,0,0,0,,0,0,0,0,30
5,9,15,Mawa,2,2,5,45,0,3,no,09:32:00,toward the sound,5,2,0,35,42,"angled head up at one stage briefly, and also down at one stage briefly. The 3 head jerks were subtle, but Chris says they are head jerks. ",0,0,0,0,30
15,9,16,Bitey Boy,0,2,5,6,0,0,no,09:40:00,away from sound,5,0,0,0,5,low level blueing of eyes. About to shed very soon.,0,0,0,0,30
18,9,17,Casper,3,2,5,40,0,0,no,09:46:00,toward the sound,5,0,0,30,35,,0,0,0,0,30
9,9,18,Perth Girl,2,2,5,0,0,0,no,09:53:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
8,9,19,Mr Naughty,1,2,5,22,0,0,no,09:59:00,right,10,20,50,10,90,whole time seemed focused on getting his body sorted. Retarded mover. Somewhat knotted himself and had loops he had to work to the back of his body. ,0,0,0,0,30
15,10,1,Bitey Boy,1,2,5,11,0,0,no,10:05:00,away from sound,0,5,10,5,20,Body moved more than head: pulled back of body a bit closer to body. ,0,0,0,0,30
12,10,2,Dull Sister,0,2,5,0,0,0,no,10:47:00,away from sound,0,0,1,0,1,,0,0,0,0,30
9,10,3,Perth Girl,3,2,5,4,0,0,no,10:53:00,away from sound,0,0,0,10,10,bit of movement just at the end.,0,0,0,0,30
19,10,4,Chris' Hoplo,0,2,5,1,0,0,no,10:58:00,away from sound,0,0,0,0,0,,0,0,0,0,30
17,10,5,Elapid Boy,3,2,5,27,2,12,no,11:05:00,toward the sound,0,0,100,90,190,also about 5cm periscoping of head too (2/3rd through the trial). Note with the head-jerking behaviour: the only other time we notice him doing this is when Chris approaches him. So Chris says defo a defensive behaviour. ,0,0,0,1,30
18,10,6,Casper,3,2,5,33,0,0,no,11:10:00,toward the sound,0,25,15,15,55,,0,0,0,0,30
6,10,7,Upgrade,1,2,5,33,0,0,no,11:17:00,right,0,10,5,0,15,started trial with head raised and maintained that position for duration of trial.,0,0,0,0,30
2,10,8,Boss,2,2,5,32,0,0,no,11:26:00,right,0,0,70,0,70,"she turned toward the speaker and in about 6sec then decided to progress directly toward it, though cautiously (slowly). Moving slowly directly toward the sub. ",0,0,0,0,30
10,10,9,Briggs,1,2,5,2,0,0,no,11:34:00,away from sound,0,0,0,4,4,"moved back half of body twice, once each after slight movement of head forward. So, like he was thinking of going somewhere and then didn't.",0,0,0,0,30
3,10,10,Fibonacci,0,2,5,32,1,0,yes,11:41:00,right,20,10,35,15,80,"1 hiss. Fixation on us at the end, whereby he kept facing us and pulled head back slightly and moved first 1/3 of his body. I think he did this on another trial too.  ",1,1,0,0,30
16,10,11,Dorsal Girl,0,2,5,29,0,0,no,11:51:00,toward the sound,25,20,10,35,90,,0,0,0,0,30
14,10,12,Lumpy,0,2,5,28,0,0,no,11:58:00,right,30,30,50,20,130,,0,0,0,0,30
4,10,13,Lower Jaw,1,2,5,41,0,1,yes,12:04:00,toward the sound,30,45,5,60,140,,0,0,0,0,30
1,10,14,Squishy,1,2,5,15,0,0,no,12:13:00,toward the sound,5,0,0,10,15,,0,0,0,0,30
11,10,15,Glory,0,2,5,14,0,0,no,13:16:00,toward the sound,0,2,10,0,12,"took a while to get moving, but once decided to go, went and continued. ",0,0,0,0,30
5,10,16,Mawa,0,2,5,50,0,0,no,13:22:00,right,35,10,25,0,70,,0,0,0,0,30
13,10,17,Bright Sister,1,2,5,1,0,0,no,13:27:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
8,10,18,Mr Naughty,0,2,5,22,0,0,no,13:33:00,away from sound,5,40,30,15,90,,0,0,0,0,30
7,10,19,El Diablo,1,2,5,4,0,0,no,13:38:00,toward the sound,0,0,0,0,0,"1 hiss (toward end of trial). He also pulled his body a bit closer together at that point, with head staying still. At that point, pulled the tail closer to the body by about 5cm. ",0,1,0,0,30
15,11,1,Bitey Boy,2,1,5,16,0,0,no,13:54:00,left,2,15,0,15,32,Played at 87dB. snake gathered coils and then sat there (asleep probs) for rest of trial. ,0,0,0,0,30
5,11,2,Mawa,0,1,5,44,0,0,no,13:58:00,toward the sound,40,0,17,35,92,,0,0,0,0,30
13,11,3,Bright Sister,1,1,5,5,0,0,no,14:06:00,right,0,0,2,3,5,"Played at 87dB. just the head moved (side to side), not the body. ",0,0,0,0,30
9,11,4,Perth Girl,1,1,5,14,0,0,no,14:12:00,away from sound,0,3,0,30,33,,0,0,0,0,30
14,11,5,Lumpy,3,1,5,23,0,0,no,14:18:00,away from sound,80,0,95,0,175,,0,0,0,0,30
16,11,6,Dorsal Girl,1,1,5,24,0,0,no,14:24:00,toward the sound,5,0,10,40,55,,0,0,0,0,30
4,11,7,Lower Jaw,2,1,5,37,0,0,no,14:29:00,toward the sound,20,0,0,100,120,,0,0,0,0,30
12,11,8,Dull Sister,2,1,5,0,0,0,no,14:35:00,toward the sound,0,0,0,0,0,"Played at 87dB. maintained head position slightly lifted off the ground for whole trial, which is how she came out of the hutch b/c was trying to scale the inside of the box when lifted it. ",0,0,0,0,30
10,11,9,Briggs,0,1,5,0,0,0,no,14:41:00,away from sound,0,0,0,0,0,,0,0,0,0,30
1,11,10,Squishy,0,1,5,24,0,0,no,14:47:00,right,20,40,0,10,70,,0,0,0,0,30
3,11,11,Fibonacci,2,1,5,22,1,1,no,14:54:00,left,10,5,40,15,70,"Played at 87dB. stopped head movement exactly when sound started. Fixation behaviour twice (head raised and alert and static, whilst gathered some coils: at start and at end. ",2,0,0,0,30
6,11,12,Upgrade,0,1,5,19,0,0,no,15:00:00,right,0,100,60,0,160,13.5,0,0,0,0,30
8,11,13,Mr Naughty,1,1,5,1,0,0,no,15:33:00,away from sound,0,0,0,0,0,Played at 87dB. ,0,0,0,0,30
19,11,14,Chris' Hoplo,2,1,5,14,0,0,no,16:00:00,toward the sound,0,0,0,12,12,Played at 87dB. ,0,0,0,0,30
2,11,15,Boss,0,1,5,3,0,0,no,16:07:00,toward the sound,2,0,0,0,2,,0,0,0,0,30
17,11,16,Elapid Boy,3,1,5,29,4,18,no,16:13:00,away from sound,40,0,90,35,165,lots of little head-jerks nearly whole time during the trial. ,0,0,0,0,30
7,11,17,El Diablo,3,1,5,16,0,0,no,16:19:00,away from sound,0,2,1,0,3,1 hiss 2/3rds through trial. Kept initial defensive pose for whole trial.,0,1,0,0,30
18,11,18,Casper,1,1,5,39,0,0,no,16:24:00,away from sound,12,2,40,3,57,Played at 87dB. ,0,0,0,0,30
11,11,19,Glory,3,1,5,0,0,0,no,16:31:00,left,0,0,0,0,0,moved tail ~5cm toward his body.,0,0,0,0,30
6,12,1,Upgrade,2,2,5,26,0,0,no,16:39:00,left,60,40,160,0,260,,0,0,0,0,30
15,11,1,Bitey Boy,2,1,6,3,0,1,no,09:29:00,away from sound,3,0,0,0,3,"just shed this morn, so eyes clear now. Head-jerk straight away when sound started. ",0,0,0,0,30
13,11,3,Bright Sister,1,1,6,1,0,0,no,09:34:00,right,0,0,0,2,2,,0,0,0,0,30
9,11,4,Perth Girl,1,1,6,15,0,0,no,09:39:00,away from sound,0,0,0,95,95,,0,0,0,0,30
16,11,6,Dorsal Girl,1,1,6,31,1,0,no,09:43:00,right,10,10,5,20,45,,0,0,0,0,30
4,11,7,Lower Jaw,2,1,6,37,1,0,yes,09:48:00,away from sound,10,40,80,15,145,,0,0,0,0,30
12,11,8,Dull Sister,2,1,6,0,0,0,no,09:52:00,right,0,0,0,0,0,,0,0,0,0,30
3,11,11,Fibonacci,2,1,6,36,0,1,yes,10:03:00,left,20,50,40,60,170,,1,0,0,0,30
8,11,13,Mr Naughty,1,1,6,8,0,0,no,10:09:00,away from sound,0,10,0,2,12,,0,0,0,0,30
19,11,14,Chris' Hoplo,2,1,6,3,0,0,no,10:14:00,toward the sound,0,0,0,0,0,little tail readjustment 2cm about 20s into trial.,0,0,0,0,30
18,11,18,Casper,1,1,6,33,0,0,no,10:18:00,left,10,0,2,35,47,,0,0,0,0,30
3,12,1,Fibonacci,3,2,6,30,0,0,yes,10:23:00,left,40,20,45,20,125,says side 1 on box but actually side 2,0,2,0,0,30
13,12,2,Bright Sister,0,2,6,9,0,0,no,10:28:00,right,0,0,7,3,10,,0,0,0,0,30
1,12,3,Squishy,2,2,6,23,1,1,no,10:34:00,right,45,10,10,20,85,,0,0,0,0,30
9,12,4,Perth Girl,1,2,6,16,0,0,no,10:39:00,toward the sound,5,0,40,0,45,she lifted her head briefly and about 1cm aboutu half way through her movement forward.,0,0,0,0,30
8,12,5,Mr Naughty,3,2,6,0,0,0,no,10:44:00,away from sound,0,0,0,0,0,,0,0,0,0,30
16,12,6,Dorsal Girl,3,2,6,22,0,0,no,10:49:00,left,15,20,45,30,110,,0,0,0,0,30
12,12,7,Dull Sister,3,2,6,0,0,0,no,10:53:00,left,0,1,0,0,1,"when moved head back 1cm, her tail was pulled in about 2cm as well. Otherwise no movement.",0,0,0,0,30
14,12,8,Lumpy,1,2,6,39,0,0,no,11:29:00,toward the sound,20,50,20,50,140,light blueing of eyes. About to shed,0,0,0,0,30
19,12,9,Chris' Hoplo,2,2,6,19,0,0,no,11:40:00,away from sound,0,0,14,0,14,,0,0,0,0,30
7,12,11,El Diablo,1,2,6,2,0,0,no,11:45:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
5,12,12,Mawa,0,2,6,41,0,0,no,11:51:00,away from sound,40,60,40,20,160,,0,0,0,0,30
4,12,13,Lower Jaw,1,2,6,32,2,0,no,11:56:00,right,40,15,80,75,210,,0,0,0,0,30
11,12,14,Glory,3,2,6,0,0,0,no,12:02:00,right,0,0,0,0,0,,0,0,0,0,30
18,12,15,Casper,0,2,6,45,0,0,no,12:07:00,right,5,22,0,20,47,,0,0,0,0,30
2,12,16,Boss,0,2,6,0,0,0,no,12:13:00,right,0,0,0,0,0,"head was slightly raised off ground about 8cm at start of trial and kept it there, motionless the whole time. ",0,0,0,0,30
17,12,17,Elapid Boy,1,2,6,16,0,4,no,12:19:00,right,0,40,60,20,120,periscoped about 6cm on one occasion. ,0,0,0,1,16.4
10,12,18,Briggs,0,2,6,1,0,0,no,12:25:00,toward the sound,2,0,0,0,2,,0,0,0,0,30
15,12,19,Bitey Boy,0,2,6,8,0,0,no,12:31:00,right,0,0,0,12,12,,0,0,0,0,30
6,13,1,Upgrade,0,1,6,18,0,0,no,12:36:00,right,0,0,0,0,0,came out with head up about 20cm and kept it up the whole trial.,0,0,0,0,30
19,13,2,Chris' Hoplo,1,1,6,0,0,0,no,13:35:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
12,13,3,Dull Sister,1,1,6,0,0,0,no,13:40:00,away from sound,0,0,0,0,0,,0,0,0,0,30
1,13,4,Squishy,2,1,6,15,0,1,no,13:46:00,away from sound,0,0,20,20,40,,0,0,0,0,30
7,13,5,El Diablo,0,1,6,21,0,0,no,13:52:00,toward the sound,0,7,5,0,12,"pulled tail in a bit too when moved head. Also, started trial with head coiled back ready to strike and kept that position whole trial. ",0,2,0,0,30
18,13,6,Casper,2,1,6,38,0,0,no,13:58:00,left,8,8,50,0,66,,0,0,0,0,30
14,13,7,Lumpy,0,1,6,46,0,0,no,14:04:00,away from sound,0,25,35,35,95,eyes now clear cuz about to shed.,0,0,0,0,30
8,13,8,Mr Naughty,3,1,6,37,0,0,no,14:09:00,away from sound,0,5,40,60,105,,0,0,0,0,30
13,13,9,Bright Sister,0,1,6,0,0,0,no,14:15:00,away from sound,0,0,0,0,0,,0,0,0,0,30
5,13,10,Mawa,0,1,6,46,0,1,no,14:20:00,away from sound,10,20,65,50,145,,0,0,0,0,30
15,13,11,Bitey Boy,1,1,6,14,0,0,no,14:29:00,toward the sound,0,10,5,5,20,,0,0,0,0,30
4,13,12,Lower Jaw,0,1,6,38,0,0,yes,14:35:00,right,5,35,55,90,185,,0,0,0,0,30
3,13,13,Fibonacci,3,1,6,18,1,0,no,14:45:00,left,0,0,25,0,25,moved head super slowly toward the sound.,0,0,0,0,30
11,13,14,Glory,2,1,6,4,1,0,no,14:53:00,away from sound,0,0,0,5,5,"freeze behaviour b/c when stopped it was not in natural sitting position, unlike all other times when a death adder stopped. ",0,0,0,0,30
17,13,15,Elapid Boy,2,1,6,32,0,2,no,14:59:00,left,10,0,120,0,130,"took off left in response to hutch being lifted, then pulled a 90 degree turn toward sub and maintained that heading for rest of trial. Like someone shaking a rat over the sub, Chris says. Like why change behaviour so suddenly and completely without a stimulus?",0,0,0,0,30
2,13,16,Boss,2,1,6,8,0,0,no,15:11:00,toward the sound,0,0,0,0,0,kept slightly raised (5cm head position the whole time).,0,0,0,0,30
16,13,17,Dorsal Girl,0,1,6,0,0,0,no,15:16:00,right,0,0,0,5,5,,0,0,0,0,30
9,13,18,Perth Girl,0,1,6,0,0,0,no,15:23:00,toward the sound,0,4,0,0,4,"moved tail inward when stopped, so not freeze behaviour. ",0,0,0,0,30
10,13,19,Briggs,1,1,6,0,0,0,no,15:33:00,left,0,0,0,0,0,slight movement of tail inward toward body.,0,0,0,0,30
6,14,1,Upgrade,3,1,6,20,0,0,no,16:19:00,toward the sound,0,0,10,0,10,"had head raised~10cm when hutch removed, and kept it there whole time. Slightly moved head 1cm toward speaker.",0,0,0,0,30
14,14,2,Lumpy,3,1,6,47,0,0,no,16:26:00,toward the sound,10,15,60,70,155,,0,0,0,0,30
2,14,3,Boss,2,1,6,11,0,0,no,16:33:00,toward the sound,0,10,0,0,10,stayed in alert posture (head slightly raised) whole time. Same posture whole time. ,0,0,0,0,30
8,14,4,Mr Naughty,1,1,6,27,0,0,no,16:38:00,away from sound,0,40,130,20,190,,0,0,0,0,30
4,14,5,Lower Jaw,3,1,6,40,0,0,no,16:38:00,right,40,20,120,20,200,changed direction to head toward the speaker. Spent some time to check it out.,0,0,0,0,30
1,14,6,Squishy,3,1,6,6,0,0,no,16:51:00,toward the sound,2,7,0,0,9,,0,0,0,0,30
5,14,7,Mawa,1,1,6,30,0,0,no,16:57:00,away from sound,20,10,50,10,90,"started heading way, then changed direction to head toward the speaker. ",0,0,0,0,30
12,14,8,Dull Sister,0,1,7,0,0,0,no,08:35:00,toward the sound,0,0,2,0,2,just the head slightly moved,0,0,0,0,30
19,14,9,Chris' Hoplo,1,1,7,14,0,0,no,08:42:00,toward the sound,3,0,0,2,5,"just before this trial, we accidentally played sound from side 2, so re-trial straight away after reset.",0,0,0,0,30
3,14,10,Fibonacci,0,1,7,28,0,2,yes,08:49:00,right,30,10,30,20,90,,0,0,0,0,30
10,14,11,Briggs,2,1,7,17,0,0,no,08:56:00,right,20,0,15,0,35,moved head to the point where whole body was in horseshoe shape.,0,0,0,0,30
17,14,12,Elapid Boy,0,1,7,22,0,3,yes,09:00:00,toward the sound,30,25,35,45,135,,0,0,0,0,30
15,14,13,Bitey Boy,3,1,7,5,0,0,no,09:06:00,away from sound,0,0,25,0,25,Eyes fully clear cuz shed yesterday morning before day of trials began. Back of body moving slightly toward head prior to sound and stopped exactly on cue when sound started. Coincidence? Who knows.,0,0,0,0,30
16,14,14,Dorsal Girl,2,1,7,9,0,0,no,09:13:00,away from sound,25,0,80,13,118,stopped forward movement on cue when sound stopped.,0,0,0,0,30
7,14,15,El Diablo,3,1,7,0,0,0,no,09:21:00,toward the sound,0,0,0,0,0,we think he may have fallen asleep.,0,0,0,0,30
18,14,16,Casper,1,1,7,32,0,0,no,09:28:00,toward the sound,0,3,0,30,33,,0,0,0,0,30
9,14,17,Perth Girl,3,1,7,0,0,0,no,09:35:00,away from sound,0,0,0,0,0,,0,0,0,0,30
4,15,2,Lower Jaw,2,1,7,13,0,0,yes,09:44:00,toward the sound,5,55,40,55,155,"Mistrial b/c I narrated the trial for a Science Vs. podcast (quietly though so I'd say usable data, actually. Dropped lower jaw just before trial after the snake hutch was removed.",0,0,0,0,30
4,15,2,Lower Jaw,2,1,7,27,0,0,yes,09:47:00,toward the sound,40,10,20,60,130,,0,0,0,0,30
11,14,18,Glory,3,1,7,23,0,0,no,09:53:00,away from sound,10,0,0,40,50,"storms yesterday, so death adders may be sensing that and moving more as a result. ",0,0,0,0,30
13,14,19,Bright Sister,3,1,7,0,0,0,no,09:58:00,toward the sound,0,0,0,0,0,tail sitting on top of head whole time. Ambush position,0,0,0,0,30
9,15,1,Perth Girl,2,1,7,24,0,0,no,10:03:00,away from sound,0,20,0,55,75,on the move. Started moving prior to sound starting. ,0,0,0,0,30
7,15,3,El Diablo,0,1,7,2,0,0,no,10:08:00,away from sound,0,0,0,0,0,"prior to sound, 1 hiss in response to box being raised",0,0,0,0,30
10,15,4,Briggs,0,1,7,0,0,0,no,10:13:00,away from sound,0,0,0,0,0,in ambush position. No movement whatsoever.,0,0,0,0,30
1,15,5,Squishy,1,1,7,14,0,0,no,10:19:00,right,10,0,25,20,55,Basically got comfy and went to sleep.,0,0,0,0,30
14,15,6,Lumpy,2,1,7,29,0,1,yes,10:26:00,toward the sound,20,20,10,60,110,,0,0,0,0,30
16,15,7,Dorsal Girl,2,1,7,7,1,0,no,10:31:00,left,5,0,10,0,15,,0,0,0,0,30
19,15,8,Chris' Hoplo,0,1,7,26,0,0,no,10:36:00,right,0,5,10,20,35,,0,0,0,0,30
12,15,9,Dull Sister,2,1,7,4,0,0,no,11:08:00,right,0,0,10,0,10,,0,0,0,0,30
15,15,10,Bitey Boy,2,1,7,53,0,0,no,11:12:00,away from sound,0,40,30,5,75,,0,0,0,0,30
18,15,11,Casper,0,1,7,46,0,0,yes,11:17:00,away from sound,10,15,20,5,50,,0,0,0,0,30
17,15,12,Elapid Boy,1,1,7,31,0,8,no,11:30:00,away from sound,45,0,50,0,95,"periscoped about 5cm on one occasion. We didn't record data for 2nd 30s trial with (no sound), but he did way fewer head jerks and also changed direction and went away from speaker once sound ceased. We're convinced he can hear!",0,0,0,1,30
2,15,13,Boss,0,1,7,15,0,0,no,11:37:00,left,0,0,0,0,0,kept slightlyr raised (5cm head position the whole time.,0,0,0,0,30
11,15,14,Glory,2,1,7,14,1,0,no,11:43:00,away from sound,0,15,0,30,45,21 tongue flicks in 2nd bonus 30s trial with no sound.,0,0,0,0,30
5,15,15,Mawa,3,1,7,46,0,0,no,11:50:00,left,8,20,5,5,38,"he was in a high degree of alertness whole time. Strange behaviour with head. Lots of very small movements left, right, up. Periscoped 3cm upward once.",0,0,0,1,30
8,15,16,Mr Naughty,2,1,7,0,0,0,no,11:55:00,toward the sound,15,5,5,20,45,so strange that he didn't tongue flick when moved head those few times. ,0,0,0,0,30
3,15,17,Fibonacci,2,1,7,11,2,0,yes,12:03:00,toward the sound,0,5,0,35,40,36 tongue flicks and no other notable behaviours in 30s of no sound after first 30s trial. Much more relaxed during no-sound 30s. ,0,1,0,0,30
6,15,18,Upgrade,2,1,7,23,0,0,no,12:10:00,right,0,5,0,7,12,"Kept head raised ~4cm for whole trial. 8 tongue flicks in 2nd 30s trial (no sound). Throughout sound and defo at end of sound, he was flicking tongue heaps and right when the sound stopped, he stopped flicking tongue immediately. ",0,0,0,0,30
13,15,19,Bright Sister,0,1,7,1,0,0,no,12:15:00,right,0,0,2,0,2,,0,0,0,0,30
16,16,1,Dorsal Girl,2,1,7,22,0,0,no,12:20:00,left,0,5,20,30,55,,0,0,0,0,30
15,16,2,Bitey Boy,1,1,7,20,0,0,no,12:26:00,away from sound,30,5,5,5,45,"periscoped in beginning for about 4cm briefly, but Chris reckons in response to hutch swaying. ",0,0,0,1,30
14,16,3,Lumpy,1,1,7,49,0,0,no,12:34:00,toward the sound,0,70,0,45,115,,0,0,0,0,30
2,16,4,Boss,2,1,7,22,0,0,no,12:43:00,toward the sound,0,10,25,0,35,"35 tongue flicks during 2nd 30s trial. She froze whole time during sound, then only about 5s after sound stopped, she moved freely the rest of the no-sound trial. Clear differences in behaviour b/w sound vs no-sound trials.",0,0,0,0,30
19,16,5,Chris' Hoplo,0,1,7,18,0,0,no,13:47:00,toward the sound,0,0,0,20,20,,0,0,0,0,30
10,16,6,Briggs,0,1,7,0,0,0,no,13:51:00,left,0,0,0,0,0,always reorients in the hutch to face away from half wall. ,0,0,0,0,30
17,16,7,Elapid Boy,3,1,7,33,0,8,no,13:57:00,away from sound,30,10,45,15,100,"1 parascoping too about 10cm during sound. 27 tongue flicks in 2nd 30s no-sound trial. Was heading toward sound during sound and when sound stopped, then u-bolted and went the other way and quicker. So approaching speaker slower (when sound on) than when bolting the other way without sound. ",0,0,0,1,30
18,16,8,Casper,1,1,7,49,0,0,yes,14:04:00,away from sound,5,30,15,10,60,"these hoplos pretty well seem to do the same thing every time: Go for a bit, then go back along their body.",0,0,0,0,30
7,16,9,El Diablo,0,1,7,8,0,0,no,14:09:00,toward the sound,0,0,2,0,2,Stayed in raised strike position (8cm off ground) whole trial. Hiss probs in response to box swaying at the start.,0,1,0,0,30
5,16,10,Mawa,2,1,7,34,0,0,no,14:15:00,toward the sound,40,2,35,30,107,36 tongue flicks on no-sound trial after sound stopped. No obvious or apparent differences b/w two trials.,0,0,0,0,30
11,16,11,Glory,0,1,7,3,0,0,no,14:21:00,away from sound,7,0,0,0,7,,0,0,0,0,30
3,16,12,Fibonacci,3,1,7,3,1,0,no,14:30:00,left,0,0,3,0,3,"23 tongue flicks in 2nd 30s trial. He was frozen whole sound trial, then 5s into no sound he then started freely moving. Very obvious difference b/w two trials!",0,0,0,0,30
9,16,13,Perth Girl,2,1,7,15,0,0,no,14:33:00,toward the sound,25,0,10,30,65,suddenly took off about 10s into trial. Makes you wonder if it took that long to register with her?,0,0,0,0,30
4,16,14,Lower Jaw,3,1,7,38,0,0,no,14:39:00,left,30,50,0,70,150,46 tongue flicks for 2nd trial (no-sound). No difference apparent b/w two trials.,0,0,0,0,30
13,16,15,Bright Sister,1,1,7,0,0,0,no,14:44:00,away from sound,0,0,0,0,0,"when brought tail inwards toward body, she thought her tail hit another snake and she briefly waved her tail in randy receptiveness. LOL.",0,0,0,0,30
1,16,16,Squishy,0,1,7,34,0,0,no,14:51:00,away from sound,25,5,45,20,95,he didn't go asleep! Haha. Still didn't seem to take any notice or care about the sound. Or didn't hear it.,0,0,0,0,30
6,16,17,Upgrade,1,1,7,11,0,0,no,14:57:00,toward the sound,100,0,60,0,160,was already moving when sound started.,0,0,0,0,10.6
8,16,18,Mr Naughty,3,1,7,ÃŸ0,0,0,no,15:04:00,toward the sound,0,0,0,0,0,,0,0,0,0,30
12,16,19,Dull Sister,3,1,7,0,0,0,no,15:10:00,toward the sound,0,0,0,0,0,"Done, bitches!!!!",0,0,0,0,30
